Restaurant_Name,Rating (Out of 5),votes,cuisines,dish_liked,location,online_order,Sub-Type,Type
Aaha Andhra,4.2,807,"Andhra, Biryani, North Indian","Faluda, Chicken Curry, Keema Biryani, Vegetable Biryani, Chicken Dosa, Guntur Chicken Biryani, Thali",Indiranagar,No,Casual Dining,Delivery
ABC Grand,3.5,54,"Andhra, Chinese, North Indian",Biryani,Indiranagar,Yes,Casual Dining,Dine-out
Rayalaseema Spice,3.6,116,"Andhra, South Indian, North Indian",Chicken Boneless Biryani,Indiranagar,No,Casual Dining,Delivery
Savoury Express,3.6,31,Arabian,,Jeevan Bhima Nagar,Yes,Casual Dining,Delivery
The Spicy Kitchen,3.3,15,"Arabian, Rolls",,Thippasandra,Yes,Quick Bites,Delivery
Sriracha Robata & Contemporary Pan Asian Dining,0,0,"Asian, BBQ, Seafood, Chinese",,Indiranagar,No,Casual Dining,Dine-out
Burma Burma,4.7,1594,"Asian, Burmese","Samosa Soup, Khau Suey, Salads, Khao Suey, Avocado Ice Cream, Mocktails, Salad",Indiranagar,Yes,Casual Dining,Dine-out
Fai Dang,3.7,30,"Asian, Continental",,Indiranagar,No,Casual Dining,Delivery
Madhu Iyengars Bakery,3.6,19,Bakery,,Domlur,No,Bakery,Desserts
Jerry Mama's,3.6,10,Bakery,,Indiranagar,No,Bakery,Delivery
Neffy's - Cakes & More,3.5,24,Bakery,,Indiranagar,No,Bakery,Delivery
Sweet Mansion,0,0,Bakery,,Indiranagar,No,Bakery,Desserts
24 Hours Cake Delivery,3.3,4,Bakery,,Old Airport Road,No,Delivery,Desserts
Book My Cakes,3.3,4,Bakery,,Old Airport Road,Yes,Bakery,Delivery
Venus Bake Point,3.5,6,Bakery,,Old Airport Road,Yes,Bakery,Delivery
Gandharva Bakery and Sweets,0,0,Bakery,,Ulsoor,No,Bakery,Desserts
La Madeleine Patisserie,3.9,71,Bakery,"Cup Cake, Cheesecake, Belgian Chocolate Cake, Chocolate Raspberry Cake, Blueberry Cheese Cake",Indiranagar,No,"Takeaway, Delivery",Desserts
Cake Inc.,0,0,"Bakery, Desserts",,Domlur,No,Bakery,Desserts
Bindu's Freshbake,0,0,"Bakery, Desserts",,Indiranagar,No,Bakery,Desserts
The Table,3.9,39,"Bakery, Desserts",,Indiranagar,Yes,Bakery,Desserts
KrumbKraft,3.5,5,"Bakery, European",,Domlur,No,Bakery,Delivery
Stand View Cake N Snack,0,0,"Bakery, Fast Food, Beverages",,Indiranagar,No,"Bakery, Quick Bites",Desserts
Esplanade,4.3,1563,Bengali,"Fish, Daab Chingri, Luchi, Chicken Rezala, Plain Rice, Kosha Mangsho, Mochar Ghonto",Indiranagar,No,Casual Dining,Dine-out
Little Kolkata,3.9,97,"Bengali, North Indian","Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani",Ejipura,Yes,Quick Bites,Delivery
Amar Kolkata,3.2,4,"Bengali, North Indian, Chinese",,Old Airport Road,No,Quick Bites,Delivery
Fresh Lime Soda,0,0,Beverages,,CV Raman Nagar,Yes,Kiosk,Delivery
Quick Shakes & More,0,0,Beverages,,Indiranagar,No,Beverage Shop,Delivery
Tosco,3.5,13,Beverages,,Indiranagar,No,Beverage Shop,Delivery
Milkacium,0,0,Beverages,,Indiranagar,Yes,Beverage Shop,Delivery
Cool cafe,0,0,"Beverages, Fast Food",,Indiranagar,No,Quick Bites,Dine-out
Ramji Chaiwale,3.9,122,"Beverages, Fast Food","Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai",Old Airport Road,Yes,Quick Bites,Dine-out
Classic Lassi Shop,3.5,43,"Beverages, Ice Cream",,Ulsoor,Yes,Beverage Shop,Delivery
The Cool Zone,0,0,"Beverages, Juices",,Domlur,No,Beverage Shop,Dine-out
Sree Ganesh Juice Center,0,0,"Beverages, Juices",,Indiranagar,Yes,Quick Bites,Dine-out
Green G Juice Bar,3.5,37,"Beverages, Juices, Ice Cream",,Indiranagar,Yes,Beverage Shop,Delivery
Tenco Infusions,3.5,15,"Beverages, Salad",,Indiranagar,No,Beverage Shop,Delivery
Sabari Juice Junction,4.1,128,"Beverages, Sandwich","Sandwiches, Fruit Juices, Oreo Shake, Sandwich",Jeevan Bhima Nagar,Yes,Beverage Shop,Delivery
Ambur Biriyani,3.5,41,Biryani,,Indiranagar,No,Quick Bites,Dine-out
Biriyani Combo 99,0,0,Biryani,,Indiranagar,No,Quick Bites,Delivery
Biryani Bazar,3.3,4,Biryani,,Indiranagar,No,Quick Bites,Delivery
SSD Kitchen,0,0,Biryani,,Indiranagar,No,Quick Bites,Dine-out
Unique Brew Cafe Resto,0,0,Biryani,,Indiranagar,No,Quick Bites,Dine-out
Manju's Kitchen,3.3,13,Biryani,,Indiranagar,Yes,Quick Bites,Delivery
Ambur Hot Dum Biriyani,3.2,5,Biryani,,Jeevan Bhima Nagar,No,Quick Bites,Delivery
S P Dum Biryani,3.3,77,Biryani,,Jeevan Bhima Nagar,Yes,Delivery,Delivery
Juice Planet Food Corner,0,0,"Biryani, Beverages",,Domlur,No,Quick Bites,Dine-out
The Chola,0,0,"Biryani, Chinese, Fast Food, Kebab",,Frazer Town,Yes,Quick Bites,Delivery
Al-Baik Kabab Centre,0,0,"Biryani, Chinese, Kebab",,Banaswadi,Yes,Quick Bites,Delivery
Shyamali Fast Food Kolkata Style,0,0,"Biryani, Chinese, North Indian",,Ejipura,Yes,Quick Bites,Delivery
Dindigul Thalappakatti,4.3,289,"Biryani, Chinese, North Indian, South Indian","Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani",Indiranagar,Yes,Casual Dining,Delivery
Banashankri Donne Biriyani,0,0,"Biryani, Fast Food",,Ulsoor,Yes,Quick Bites,Dine-out
Lazzat Biriyani,0,0,"Biryani, Kebab",,Domlur,No,Quick Bites,Dine-out
Bangalore Hotel,0,0,"Biryani, Kebab",,Indiranagar,No,Quick Bites,Dine-out
Shahi Biryani,0,0,"Biryani, Kebab",,Indiranagar,No,Quick Bites,Dine-out
Potful,4.1,1122,"Biryani, Kebab, Rolls, Mughlai","Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun",Domlur,Yes,Delivery,Delivery
Tandoorinn,3.2,5,"Biryani, Mughlai, Chinese",,Old Madras Road,No,Quick Bites,Delivery
Bismilla Vaniyambadi Biriyani,0,0,"Biryani, North Indian",,Domlur,No,Quick Bites,Dine-out
Paradise,4.1,3238,"Biryani, North Indian, Kebab","Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab",Indiranagar,Yes,Casual Dining,Dine-out
Tango Bango,3.5,124,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",,Jeevan Bhima Nagar,Yes,"Takeaway, Delivery",Delivery
Cheesy Juicy Burgers,3.9,82,"Burger, Sandwich, Beverages","Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger",Indiranagar,Yes,Quick Bites,Dine-out
Just Khao Suey,4.1,176,Burmese,"Noodles, Burmese Khao Suey, Chocolate Mousse, Coconut Souffle, Veg Momos, Chicken Khao Suey, Noodle Soup",Indiranagar,Yes,Casual Dining,Dine-out
Origin Espresso Bar,0,0,Cafe,,Domlur,No,Cafe,Dine-out
Planet Popcorn,0,0,Cafe,,Indiranagar,No,Cafe,Cafes
Talk Over Table,4,284,Cafe,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",Jeevan Bhima Nagar,No,Cafe,Dine-out
Chaipatty,3.1,1269,Cafe,"Tea, Maggi, Omelette, Kullad Chai, Chicken Sausages, Momos, Masala Chai",Indiranagar,No,Cafe,Desserts
Wolf'ish,4.2,456,"Cafe, American, Italian, Pizza, Burger","Burgers, Fries, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken, Steak",Church Street,Yes,Cafe,Delivery
Eddy's Cafe,4.1,137,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts","Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",Indiranagar,Yes,Cafe,Delivery
Monet's Bistro,4.5,197,"Cafe, Beverages","Burgers, Macaroon, Coffee, Eclair, Sandwich, Fries, Hot Chocolate",Indiranagar,No,Cafe,Cafes
D'Cafe,3.8,16,"Cafe, Coffee, Continental",,Domlur,No,Cafe,Dine-out
The Teal Door Cafe,4.2,1852,"Cafe, Continental","Mocktails, Sandwiches, Mushroom Soup, Idli Platter, Nachos, Appam, Egg Dosa",Indiranagar,Yes,Cafe,Cafes
Give Me 5 Cafe,3.4,90,"Cafe, Continental","Pasta, Sandwiches, Ginger Tea, Salad, Sandwich",Indiranagar,No,Cafe,Delivery
Cafe Max,4.3,1651,"Cafe, Continental, Italian, German, French, Spanish","Pasta, Wine, Mocktails, Coffee, Virgin Mojito, Salads, Sangria",Indiranagar,No,"Cafe, Casual Dining",Cafes
Lavonne,4.4,1099,"Cafe, Desserts","Coffee, Burgers, Croissants, Pasta, Cheesecake, Sandwich, Spaghetti",Indiranagar,No,"Cafe, Dessert Parlor",Desserts
Melting Spot,4,134,"Cafe, Desserts, Beverages, Italian","Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli",Indiranagar,No,"Cafe, Dessert Parlor",Dine-out
The Corner - Hyatt Centric MG Road,0,0,"Cafe, Desserts, Fast Food",,Ulsoor,No,Cafe,Desserts
Hot Spot Cafe,2.9,17,"Cafe, Fast Food",,Domlur,No,Cafe,Dine-out
Dhyaana,4.4,154,"Cafe, Healthy Food, Momos","Paneer Roll, Momos, Thali, Chai, Corn Bhel, Momo Platter, Corn Momo",Indiranagar,Yes,Cafe,Dine-out
9th Cross Cafe,3.6,12,"Cafe, Italian, French",,Jeevan Bhima Nagar,No,Cafe,Cafes
Cross Roads Cafe,3,59,"Cafe, Italian, Tex-Mex, Fast Food, Burger","Mojito, Fajitas",Indiranagar,Yes,Cafe,Cafes
Jumping Beans,4,220,"Cafe, North Indian, Chinese, Biryani, Beverages","Jackfruit Biryani, Naan, Tomato Soup, Soya Chaap Tikka, Raita, Peri Peri Fries, Kheer",Old Madras Road,Yes,Cafe,Delivery
Tasty Momos,0,0,Chinese,,Indiranagar,No,Quick Bites,Dine-out
Food Town,3.2,5,Chinese,,Indiranagar,Yes,Quick Bites,Delivery
Szechwan Court - The Oberoi,4.1,168,Chinese,"Crabmeat Soup, Sesame Chicken, Clear Soup, Peking Duck, Crispy Lotus Stem, Jasmine Tea, Sea Food",MG Road,No,Fine Dining,Dine-out
Chungs Pavilion,3.9,247,Chinese,"Noodles, Drunken Chicken Wings, Sweet Corn Soup, Spring Roll",Indiranagar,Yes,Casual Dining,Delivery
Wanley,4,514,Chinese,"Noodles, Manchow Soup, Dragon Chicken, Sweet Corn Soup, Roast Pork Chilli, Chop Suey, Roasted Pork",Indiranagar,No,Casual Dining,Dine-out
Kabab Nation Corner,3.5,76,"Chinese, Arabian, Fast Food",,Brigade Road,Yes,Quick Bites,Delivery
Pot-O-Noodles,4.5,60,"Chinese, Asian, Japanese","Ramen, Noodles, Gyoza, Rolls, Dumplings, Wasabi Ice Cream, Lime Mojito",Indiranagar,No,Casual Dining,Dine-out
Jeff's - Royal Orchid Hotel,3.9,73,"Chinese, Continental","Cocktails, Draught Beer",Old Airport Road,No,Bar,Drinks & nightlife
Take 5,3.5,10,"Chinese, Continental, Steak",,Indiranagar,No,Lounge,Dine-out
Knight Riders,2.4,25,"Chinese, European",,Domlur,No,Bar,Drinks & nightlife
Wow Tasty Food,0,0,"Chinese, Fast Food",,Frazer Town,Yes,Quick Bites,Delivery
Himalyan Inn Tibet Kitchen,3.7,42,"Chinese, Momos",Veg Momos,Indiranagar,No,Quick Bites,Delivery
Seafood Place,4.1,293,"Chinese, North Indian, Kerala, Mangalorean, Seafood","Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret",Indiranagar,Yes,Casual Dining,Dine-out
Cafe Grill,4.1,496,"Chinese, North Indian, Rolls","Shawarma, Rolls, Chicken Grill, Kathi Roll, Paneer Roll, Chicken Shawarama, Egg Roll",Jeevan Bhima Nagar,Yes,Quick Bites,Dine-out
Mary Cafe,3.3,17,"Chinese, South Indian",,Thippasandra,No,Quick Bites,Dine-out
Bowls & Combos Co.,0,0,"Chinese, Thai, North Indian",,Indiranagar,No,Delivery,Delivery
Sendhoor Coffee,3.9,49,"Coffee, Street Food","Tea, Tomato Rice, Filter Coffee, Idli, Biryani",Indiranagar,No,Quick Bites,Dine-out
WAT Bar - Sterlings MAC Hotel,3.8,46,Continental,,Old Airport Road,No,Lounge,Dine-out
Annabell,4,264,"Continental, Beverages","Burgers, Sandwiches, Pizza, Beef Burger, Chicken Bbq Burger, French Fries, Barbecue Chicken Burger",Indiranagar,Yes,"Quick Bites, Beverage Shop",Dine-out
Mighty Small,4.1,258,"Continental, Chinese","Mocktails, Beer, Chips, Pizza, Salsa, Nachos, Roti",MG Road,No,"Casual Dining, Bar",Pubs and bars
Stuffd,3.8,32,"Continental, North Indian","Gol Gappe, Noodles, Lassi, Chocolate Milkshake",Old Airport Road,Yes,"Takeaway, Delivery",Dine-out
Cream and Bakes,3.5,14,Desserts,,Domlur,No,Dessert Parlor,Delivery
The Lassi Palace,0,0,Desserts,,Indiranagar,No,Dessert Parlor,Desserts
L'inoui - The Leela Palace,3.5,9,Desserts,,Old Airport Road,No,Dessert Parlor,Delivery
Bite Me Cupcakes,4.2,624,Desserts,"Cup Cake, Gooey Chocolate Cupcake, Tiramisu, Choco Cake",Indiranagar,Yes,Dessert Parlor,Delivery
Jini's Goodies,0,0,"Desserts, Bakery",,Indiranagar,No,Delivery,Desserts
The Leela Cake Shop - The Leela Palace,3.9,72,"Desserts, Bakery",Macaroon,Old Airport Road,No,Dessert Parlor,Desserts
CakeWalk,4.1,540,"Desserts, Bakery","Rainbow Pastry, Cheesecake, Brownie, Fruit Cake, Rainbow Cake, Pie, Sandwiches",Indiranagar,No,Dessert Parlor,Desserts
Gooey & Fluffy,3.9,89,"Desserts, Bakery",Salted Caramel Brownie,Thippasandra,Yes,Delivery,Desserts
Spoonful Of Sugar,4,863,"Desserts, Bakery, Cafe","Chicken Lasagne, Bannoffee Pie, Cup Cake, Salad, Salads, Nutella Cheesecake, Tiramisu",Indiranagar,No,"Dessert Parlor, Cafe",Desserts
All Shook Up!,3.9,77,"Desserts, Beverages","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich",Domlur,Yes,"Dessert Parlor, Beverage Shop",Desserts
Smoor,4.6,1689,"Desserts, Cafe, Beverages","Hot Chocolate, Chocolate Pastry, Cheesecake, Chocolate Sundae, Coffee, Chips, Macaroon",Indiranagar,Yes,"Dessert Parlor, Cafe",Delivery
Daily Bite,3.5,14,"Desserts, Fast Food",,Richmond Road,Yes,Quick Bites,Delivery
Cake Genie,3.9,149,"Desserts, Fast Food","Cup Cake, Cheesecake, Chocolate Mudpie, Tiramisu, Apple Pie, Chocolate Cake, Blueberry Cheese Cake",Indiranagar,No,Dessert Parlor,Desserts
Tuffreys,3.6,25,"Desserts, Ice Cream",,CV Raman Nagar,Yes,Dessert Parlor,Delivery
Wats Ur Scoop?,4,56,"Desserts, Ice Cream",,Indiranagar,Yes,Dessert Parlor,Desserts
Roll Over,4.2,216,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich","Rolls, Ice Cream Roll, Brownie, Hot Chocolate, Peri Peri Fries, Irish Coffee, Mississippi Mudpie",Indiranagar,Yes,Dessert Parlor,Delivery
SKY FOG,3.2,5,"Desserts, Ice Cream, Fast Food",,Thippasandra,No,"Dessert Parlor, Quick Bites",Delivery
Under The Tree,3,64,"Desserts, Juices, Fast Food",Sandwich,Domlur,Yes,Dessert Parlor,Delivery
Shiv Bargav's Chit Chat,0,0,Fast Food,,CV Raman Nagar,No,Quick Bites,Dine-out
Fog City Cafe,0,0,Fast Food,,Indiranagar,Yes,Cafe,Dine-out
Chit Chat Cafe,0,0,Fast Food,,Old Airport Road,No,"Beverage Shop, Quick Bites",Dine-out
Snack'Ups,3.6,61,Fast Food,,Thippasandra,Yes,Quick Bites,Delivery
Hotel Dinesh,0,0,Fast Food,,Ulsoor,No,Quick Bites,Dine-out
Five Star Cafe,3.8,29,Fast Food,"Burgers, Rice",Indiranagar,No,Quick Bites,Dine-out
Snacks Joint,3.8,185,Fast Food,"Samosa, Poha, Chaat, Chhole Bhature, Ginger Tea, Chole, Aloo Tikki",Jeevan Bhima Nagar,Yes,Quick Bites,Dine-out
Get Ur Fix,0,0,"Fast Food, Beverages",,CV Raman Nagar,No,Food Court,Dine-out
The J,4,133,"Fast Food, Beverages","Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea",Church Street,Yes,Quick Bites,Delivery
Cafe Secret Alley,4,84,"Fast Food, Cafe","Burgers, Pasta, Chicken Wings, Chicken Popcorn, Chicken Burger, Cheese Corn Balls",Indiranagar,Yes,Cafe,Dine-out
Mac Fast Food,2.8,50,"Fast Food, Chinese",Burgers,Old Airport Road,No,Quick Bites,Delivery
The Humming Tree,4.1,2415,"Fast Food, European","Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay",Indiranagar,Yes,Lounge,Delivery
Peter's Food Junction,0,0,"Fast Food, Finger Food, Street Food",,Old Airport Road,No,Quick Bites,Dine-out
J's Pastas and Pizzas,4,142,"Fast Food, Italian, Pizza","Garlic Bread, Pizza, Burgers, Salad, Chicken Burger, Baked Chicken, Potato Wedges",Old Airport Road,No,,Dine-out
Smoodys,3,14,"Fast Food, Juices",,Indiranagar,No,Quick Bites,Dine-out
New Roll Centre,3.3,7,"Fast Food, Rolls",,Indiranagar,No,Quick Bites,Delivery
Kolkata Rolls & Hot Dum Biriyani On Dial,3.5,22,"Fast Food, Rolls",,Indiranagar,Yes,Quick Bites,Dine-out
Khan Saheb Grills and Rolls,4,1072,"Fast Food, Rolls","Rolls, Beda Roti, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Kathi Roll, Mutton Kebab Roll",Indiranagar,Yes,Quick Bites,Dine-out
Chakum Chukum Calcutta On A Roll,3.4,89,"Fast Food, Rolls","Rolls, Chicken Tikka Roll, Egg Roll, Veggie Roll",Indiranagar,Yes,Quick Bites,Dine-out
Sri Vasavi Super Sandwich,3.1,19,"Fast Food, Sandwich, Juices",,Indiranagar,No,Quick Bites,Dine-out
Aishwarya Bar and Restaurant,0,0,Finger Food,,Indiranagar,No,Bar,Dine-out
Goofy's,3.2,8,Finger Food,,Indiranagar,No,Pub,Pubs and bars
Library Bar - The Leela Palace,3.9,108,Finger Food,Decor,Old Airport Road,No,Lounge,Drinks & nightlife
CloudNYN - Sterling Mac Hotel,4.1,403,Finger Food,"Pizza, Cocktails, Cheese Balls",Old Airport Road,No,Bar,Pubs and bars
Wall Street 657,4.1,1858,"Finger Food, Continental","Beer, Cocktails, Brownie, Chicken Satay, Chicken Wings, Pizza, Chilli Paneer",Indiranagar,No,Bar,Dine-out
Roof Top Gastro Bar,0,0,"Finger Food, Continental, American, Chinese",,Ulsoor,No,Bar,Pubs and bars
Elongo's,3.9,48,"Finger Food, South Indian, Continental","Beer, Wings",Indiranagar,No,Bar,Pubs and bars
Le Casse Croute,4.4,580,"French, Sandwich, Salad","Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries",Thippasandra,Yes,Quick Bites,Dine-out
AcciaRolee,0,0,Healthy Food,,Indiranagar,No,Delivery,Delivery
Frootality,4,213,"Healthy Food, Beverages","Sandwiches, Chicken Sandwich, Paneer Sandwich, Fruit Juices, Hot Chocolate, Oreo Shake, Watermelon Juice",Indiranagar,No,"Beverage Shop, Quick Bites",Delivery
Soup Station,3.9,112,"Healthy Food, Sandwich, Salad",,Domlur,Yes,Delivery,Delivery
Waah Chef,3.3,4,Hyderabadi,,CV Raman Nagar,Yes,Food Court,Delivery
Huga Icecream,0,0,Ice Cream,,Indiranagar,No,Delivery,Desserts
Premium Bombay Kulfi,3.5,9,Ice Cream,,Indiranagar,Yes,Kiosk,Desserts
4 Mangoes,3.7,14,Ice Cream,,Old Airport Road,No,Kiosk,Desserts
Stoner,4.5,2687,"Ice Cream, Cafe, Beverages, Burger, Desserts, Pizza","Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava",Indiranagar,Yes,"Dessert Parlor, Cafe",Cafes
Ice Cream Buggy,3.6,14,"Ice Cream, Desserts",,East Bangalore,No,Food Truck,Desserts
Corner House Ice Cream,4.7,2139,"Ice Cream, Desserts","Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie",Indiranagar,Yes,Dessert Parlor,Delivery
Apsara Ice Cream,4.6,206,"Ice Cream, Desserts","Panipuri, Faluda, Guava Ice Cream, Kulfi, Belgian Chocolate, Coffee, Masala Chai",Indiranagar,No,Dessert Parlor,Delivery
Milano Ice Cream,4.9,2090,"Ice Cream, Desserts","Pie, Vanilla Gelato, Mango Ice Cream, Tiramisu, Truffle, Gelato Ice Cream, Ice Cream Sandwiches",Indiranagar,No,Dessert Parlor,Desserts
Hungry Walker,4,40,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",Coffee,Indiranagar,Yes,,Delivery
Toit,4.7,14956,"Italian, American, Pizza","Beer, Pesto Pizza, Nachos, Cocktails, Beef Lasagna, Mai Thai, Tacos",Indiranagar,No,Microbrewery,Dine-out
Nami's Global Kitchen,3.3,6,"Italian, North Indian, Mexican, Chinese",,Indiranagar,No,"Takeaway, Delivery",Delivery
Origami,3.4,11,Japanese,,Indiranagar,No,Casual Dining,Delivery
RAW Pressery,3.8,20,Juices,,East Bangalore,No,Delivery,Delivery
Sri Ganesh Fruit Juice Centre,3.6,17,Juices,,Thippasandra,Yes,Beverage Shop,Dine-out
Bery's Cafe,0,0,"Juices, Beverages",,Indiranagar,No,Beverage Shop,Dine-out
Juiceca,0,0,"Juices, Fast Food",,Indiranagar,No,Quick Bites,Dine-out
Namdhari's Salad Bar,3.9,82,"Juices, Fast Food, Desserts, Salad","Salads, Pasta, Sandwiches, Momos, Hakka Noodles, Veg Salad, Russian Salad",Indiranagar,No,Quick Bites,Dine-out
Kerala Vibes,3.6,80,Kerala,Roast Beef,Jeevan Bhima Nagar,No,Casual Dining,Delivery
Bekal,4,277,"Kerala, Mangalorean, Seafood","Prawn Ghee Roast, Fish, Chicken Stew, Appam, Sol Kadhi, Neer Dosa, Kerala Parotta",Jeevan Bhima Nagar,Yes,Casual Dining,Dine-out
Shaap,4,237,"Kerala, Seafood","Buttermilk, Fish Curry, Biryani, Beef Fry, Pazham Pori, Chicken Malabari, Tea",Indiranagar,Yes,Casual Dining,Dine-out
Sree Vinayaka Puttukada,0,0,"Kerala, South Indian",,Indiranagar,No,Quick Bites,Dine-out
Achayyan's,3.8,405,"Kerala, South Indian","Beef Fry, Kerala Parotta, Fish, Roast Beef, Appam, Crab Toast, Mackerel Fry",Indiranagar,Yes,Quick Bites,Dine-out
Soo Ra Sang,4.1,290,Korean,"Cheesecake, Beef Bulgogi, Kimchi, Bibimbap, Clear Soup, Cinnamon Tea, Sushi",Indiranagar,No,Casual Dining,Dine-out
Taco Bell,4.2,387,"Mexican, American, Fast Food","Tacos, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Salsa, Mexican Fries, Paneer Taco",Indiranagar,Yes,Quick Bites,Delivery
